"--@#1"
"##1434515017048"
"Translation Key","en"
"title.privacylockedordenied","Access denied due to privacy restrictions"
"title.privacyoverride","Break privacy seal"
"title.provisioning.change.repository","Change Repository"
"title.provisioning.configuration.schema.upgrade","Configuration schema upgrade"
"title.provisioning.confirm.install","Confirm Install"
"title.provisioning.install.applications","Install Applications"
"title.provisioning.upload.package","Upload package"
"title.queue","Persistent Queue"
"title.queue.contents","Contents"
"title.queue.overview","Overview"
"title.requestunauthorized","Authorization Required"
"title.requestusedinsecureentrypoint","Parameters in the secure entry point ''{0}'' use the request object "
"title.resourcenotfound","Resource not found"
"title.resourceunavailable","Resource unavailable"
"title.resultsuppressiononjdbc1search","Results suppression enabled on JDBC 1 search ''{0}''"
"title.rulesetmissing","Information type ruleset not configured for document repository ''{0}''"
"title.scheduler.configuration","Configuration"
"title.scheduler.details","Details"
"title.searchfilter","{0} Filter"
"title.searchfilterfieldusingineturl","i-net JDBC URL detected in search filter field"
"title.searchnoentrypoint","Search ''{0}'' is not used"
"title.searchresults","{0} Results"
"title.searchusingineturl","i-net JDBC URL detected in search connection string"
"title.selectchangestoexport","Select Changes to Export"
"title.selectconfigurationoptions","Select configuration to import"
"title.servletcontainerstopped","Embedded Servlet Container Stopped"
"title.shareduserisadmin","Shared user ''{0}'' is an administrator"
"title.sqldocrepousingineturl","i-net JDBC URL detected in SQL document repository"
"title.support.information","Support Information"
"title.support.supportlink","Support Link"
"title.unexpectederror","An unexpected error occurred"
"title.unuseddocumentrepository","Document repository ''{0}'' is not used"
"title.unusedinformationtype","Information type ''{0}'' is unused"
"title.unusedshareduser","Shared user ''{0}'' is not used"
"title.uploadconfiguration","Upload configuration"
"title.user.domain.page","User Domain Details"
"title.useroverride","Login required"
"title.webserver.integration.empty.context.path","Confirm integration with no context path prefix"
"title.webserver.integration.iis","IIS Integration"
"title.webservice.client.advanced","Advanced"
"title.webservice.config.soap.message","Please enter a SOAP Header"
"title.webservice.config.soap.title","SOAP Header"
"toileting","Toileting"
"too many results were returned. please refine your search criteria.","Too many results were returned. Please refine your search criteria."
"tooltip.abnormality","Abnormality"
"tooltip.add","Add"
"tooltip.addanotherpage","Add Another Page"
"tooltip.addapplicationpasscode","Add a new application passcode"
"tooltip.addcontextagent","Add a new context agent"
"tooltip.addhl7datatype","Add a new HL7 data type"
"tooltip.addmappingagentpasscode","Add a new mapping agent passcode"
"tooltip.addnewdocument","Add New Document"
"tooltip.addnewsubject","Add a new subject"
"tooltip.addusertogroup","Add user to group"
"tooltip.addusertorole","Add user to role"
"tooltip.addvirtualdesktop","Add a new virtual desktop"
"tooltip.addvirtualdesktopmember","Add a new virtual desktop member"
"tooltip.age","Age"
"tooltip.automaticgroupmembership","New users will automatically be added to this group"
"tooltip.back","Back"
"tooltip.breakclinicallink","Click to break the clinical link"
"tooltip.chartselected","Chart the selected tests"
"tooltip.choosedate","Choose Date"
"tooltip.chooseicon","Choose Icon"
"tooltip.clear","Clear"
"tooltip.clicktoclosegroup","Please click to close group"
"tooltip.clicktoclosegroupx","Please click to close group {0}"
"tooltip.clicktoopengroup","Please click to open group"
"tooltip.closewindow","Close the window"
"tooltip.collapseallfolders","Collapse all folders"
"tooltip.collapsesallgroups","Collapses all groups"
"tooltip.comment","Comment"
"tooltip.composenewmessage","Compose new message"
"tooltip.configurecdv","Configure the Document Tree"
"tooltip.copy","Copy"
"tooltip.copyrename","Copy/Rename"
"tooltip.core.identity.type.onetypesupported","Only one identity type is supported by this source"
"tooltip.date","Date"
"tooltip.delete","Delete"
"tooltip.deletecontextagent","Delete this context agent"
"tooltip.deletedmessages","Delete selected messages"
"tooltip.deletehl7datatype","Delete this HL7 Data Type"
"tooltip.deletepasscode","Delete this passcode"
"tooltip.deleteselectedmessages","Delete selected messages"
"tooltip.deletethissubject","Delete this subject"
"tooltip.deletevirtualdesktop","Delete this virtual desktop"
"tooltip.deletevirtualdesktopmember","Delete this virtual desktop member"
"tooltip.deselectallforcharting","Deselect all tests for charting"
"tooltip.displayhelp","Display Help"
"tooltip.documentrepositorynotsecure","This document repository is not secure"
"tooltip.down","Down"
"tooltip.edit","Edit"
"tooltip.editapplicationdetails","Edit Application Details"
"tooltip.editopeningfeatures","Edit the opening features of this entry point"
"tooltip.entrypointnotsecure","This entry point is not secure"
"tooltip.expandsallgroups","Expands all groups"
"tooltip.exportapplication","Export Application"
"tooltip.externalauthenticationnotenabled","External authentication is not enabled"
"tooltip.firstpage","First Page"
"tooltip.forgotyourpassword","Forgot your password?"
"tooltip.hidemenubar","Hide menu bar"
"tooltip.https.client.auth","Restricts access to client certificates marked as trusted in the Certificates control panel"
"tooltip.https.strong.ciphers","Forces the use of TLS (disabling SSLv2 and SSLv3) and FIPS 140 compliant strong cipher suites"
"tooltip.increasechartwidth","Increase chart width"
"tooltip.joinclinicallink","Click to join the clinical link"
"tooltip.lastpage","Last Page"
"tooltip.mandatorycolumn","This is a mandatory column"
"tooltip.movecopyrename","Move/Copy/Rename"
"tooltip.moveleft","Move left"
"tooltip.movemultipleleft","Move multiple left"
"tooltip.movemultipleright","Move multiple right"
"tooltip.moveright","Move right"
"tooltip.movetofirst","Move to first"
"tooltip.movetolast","Move to last"
"tooltip.nextmessage","Next Message"
"tooltip.nextpage","Next Page"
"tooltip.not.authenticated","Authentication is not required to access this context path"
"tooltip.openreceivedmesssages","Open received messsages"
"tooltip.previousmessage","Previous Message"
"tooltip.previouspage","Previous Page"
"tooltip.print","Print"
"tooltip.printerfriendly","Printer friendly worklist. Add and remove columns by selecting the columns menu item"
"tooltip.priorityhigh","Priority: High"
"tooltip.prioritylow","Priority: Low"
"tooltip.prioritymedium","Priority: Medium"
"tooltip.prioritynone","Priority: None"
"tooltip.problemchanging","Problem changing, please try again."
"tooltip.reducechartwidth","Reduce chart width"
"tooltip.referencerange","Reference Range:"
"tooltip.refreshcdv","Refresh the Document Tree"
"tooltip.relationshiptype.code","Code cannot be modified after creation of the relationship type"
"tooltip.reloadgraph","Reload graph"
"tooltip.remove","Remove"
"tooltip.removeuserfromgroup","Remove user from group"
"tooltip.removeuserfromrole","Remove user from role"
"tooltip.rename","Rename"
"tooltip.scrolldown","Scroll Down"
"tooltip.scrollup","Scroll Up"
"tooltip.search","Search"
"tooltip.searchcdv","Search for a Document"
"tooltip.searchemailaddress","Search Email Address"
"tooltip.select","Select"
"tooltip.selectallforcharting","Select all tests for charting"
"tooltip.selectcontextagent","Select this context agent"
"tooltip.selectvirtualdesktop","Select this virtual desktop"
"tooltip.sendmessage","Send Message"
"tooltip.series","Series"
"tooltip.settings","Settings"
"tooltip.shareduser","Shared User"
"tooltip.showdocumentsnotsignedoff","Show documents not signed off"
"tooltip.showhl7datatypecomponents","Show sub components of this HL7 Data Type"
"tooltip.showimportantdocuments","Show important documents"
"tooltip.showmappingagentprivileges","Show Mapping Agent Privileges"
"tooltip.showread","Show Read"
"tooltip.showunread","Show Unread"
"tooltip.signoffwithcomment","Sign off with comment"
"tooltip.signoffwithoutcomment","Sign off without comment"
"tooltip.sortcolumnascending","Click to sort ascending"
"tooltip.sortcolumndescending","Click to sort descending"
"tooltip.sourceservice","SourceService"
"tooltip.specimensource","SpecimenSrc"
"tooltip.summary","Summary"
"tooltip.toggletreeview","Toggle tree view"
"tooltip.totalcolumns","Total columns"
"tooltip.units","Units:"
"tooltip.unitsorreferencerangediffers","Units or Reference Range differs"
"tooltip.up","Up"
"tooltip.userfeedback","User Feedback"
"tooltip.value","Value"
"tooltip.viewccowsubjectspecification","View CCOW Subject Specification"
"tooltip.viewnextredirection","View the next redirection"
"tooltip.viewpreviousredirection","View the previous redirection"
"tooltip.zoomin","Zoom In"
"tooltip.zoomout","Zoom Out"
"transfer","Transfer"
"transferred","Transferred"
"transport","Transport"
"transporttrips","TransportTrips"
"treating facilities","Treating Facilities"
"treating professional","Treating Professional"
"treatment orders","Treatment Orders"
"treatment protocol","Treatment Protocol"
"treatment protocol name","Treatment Protocol Name"
"treatment type","Treatment Type"
"treatmentstatus","TreatmentStatus"
"triage category","Triage Category"
"triage priority","Triage Priority"
"triage referral search","Triage Referral Search"
"triaged","Triaged"
"type","Type"
