"--@#1"
"##1434516153354"
"Translation Key","en"
"message.infopolicyselectorusingineturl","An i-net JDBC URL was detected in the ''{0}'' information policy selector on the ''{1}'' context view. It is recommended that you use the jTDS or Oracle Thin driver and respective URL format.  Please refer to the 'Migrating Database Drivers' appendix in the Clinical Portal Upgrade Guide for more information."
"message.informationaccessrequired","I need to access the following information:"
"message.informationavailablefromto","Information is available from {0} to {1}"
"message.informationtypingsource.required","You must enable at least one information typing configuration source."
"message.inforulenoconditionfullaccess","The information access policy ''{0}'' in context view ''{1}'' has rule with no conditions that allows full access. This is a dangerous configuration as once this rule is reached full access will be given."
"message.inherited","inherited"
"message.initialised","INITIALISED"
"message.initializingccow","Initializing CCOW..."
"message.inputtype.dateoffsetformat","Date of Access {1} {2} {0}"
"message.inputtype.defaultformat","{0} {1} {2}"
"message.interimreport","Interim Report"
"message.internal.license","Orion internal licenses are in use."
"message.invalid.state","Invalid login state, you should not access this page directly."
"message.invalidcontextappenderclass","The context appender ''{0}'' of context view ''{1}'' contains an empty or invalid class, this will render the context view unusable."
"message.invaliddataappenderclass","The data appender ''{0}'' of context view ''{1}'' contains an empty or invalid class, this will render the context view unusable."
"message.invaliddocumentrepositoryclass","The custom document repository ''{0}'' of application ''{1}'' contains an empty or invalid class, this will render the repository unusable."
"message.invaliddriverclass","The {1} driver ''{0}'' contains an empty or invalid class, this will make this driver unusable."
"message.invalidinformationselectorclass","The information policy selector ''{0}'' of context view ''{1}'' contains an empty or invalid class, this will render the context view unusable."
"message.invalidpolicyselectorclass","The entity policy selector ''{0}'' of context view ''{1}'' contains an empty or invalid class, this will render the context view unusable."
"message.invalidsearchredirectionorderby","The search entry point ''{0}'' in application ''{1}'' has an invalid Order By configuration. Please refer to the 'Search Redirection Details' documentation in the Clinical Portal Reference Manual for details on valid formats."
"message.ipaddress","Single or wildcarded IP Address"
"message.ipbitmask","IP bitmask"
"message.is","is"
"message.isafter","is after"
"message.isbefore","is before"
"message.isgreaterthan","is greater than"
"message.islessthan","is less than"
"message.isnot","is not"
"message.isonorafter","is on or after"
"message.isonorbefore","is on or before"
"message.itemsmaybemissingduetoerror","Items may be missing from the following areas due to an error"
"message.jdbcconnectionfailed","The JDBC connection failed. Cause:"
"message.jdbcconnectionfailed.friendly","An unexpected error occurred."
"message.jdbcconnectionsucceeded","The JDBC connection succeeded."
"message.jdbcdetailsorqueryerror","The JDBC URL may not point to an available JDBC resource, the user name or password might be invalid, or the SQL statement may be incorrect."
"message.jdbcdetailsorqueryerror.friendly","An unexpected error occurred."
"message.jdbcdrivernotfound","The JDBC driver ''{0}'' could not be loaded, some searches, document repositories and other database dependent functionality may not work."
"message.jdbcdrivernotfound.friendly","An unexpected error occurred."
"message.last.addendum.added","The last addendum was added at {0}"
"message.lastrefreshedat","Last refreshed at {0}"
"message.latestversion","Latest Version"
"message.ldap","LDAP"
"message.ldapconnectionfailed","LDAP is configured and enabled, however a connection could not be created to the LDAP server. Either the server is down or the connection configuration is incorrect. Error received was: {0}"
"message.ldapconnectionsuccessful","The {0} connection succeeded."
"message.ldapgroupattributenotcached","The group ''{0}'' contains LDAP attributes that are not cached. This can degrade performance as the LDAP server is queried on every attribute access."
"message.legacydocumenturlattributeinsecure","Using the legacy document URL attribute for opening documents from this repository may create security vulnerabilities and documents may be viewed insecurely."
"message.loading","Loading"
"message.loadingcontextparticipantapplet","Loading context participant applet..."
